Time Bucket (America/New_York),Vue Energy Monitor-Mains_A (kWhs),Vue Energy Monitor-Mains_B (kWhs),Vue Energy Monitor-Mains_C (kWhs),Vue Energy Monitor-Clothes Washer-Washer / Dehumidifier (kWhs),Vue Energy Monitor-Clothes Dryer-Dryer (kWhs),Vue Energy Monitor-Pump-ERV / Condensate Pump (kWhs),Vue Energy Monitor-Water Heater-Hot Water Tank (kWhs),Vue Energy Monitor-Heat Pump-Heat Pump (kWhs),Vue Energy Monitor-Cooktop/Range/Oven/Stove-Oven (kWhs),Vue Energy Monitor-Fridge/Freezer-Fridge (kWhs),Vue Energy Monitor-Dishwasher-Dishwasher  (kWhs),Vue Energy Monitor-Circuit_9 (kWhs),Vue Energy Monitor-Circuit_10 (kWhs),Vue Energy Monitor-Circuit_11 (kWhs),Vue Energy Monitor-Circuit_12 (kWhs),Vue Energy Monitor-Circuit_13 (kWhs),Vue Energy Monitor-Circuit_14 (kWhs),Vue Energy Monitor-Circuit_15 (kWhs),Vue Energy Monitor-Circuit_16 (kWhs)
01/21/2026 16:00:00,0.9255,1.0628,No CT,0.0138,0.0000,0.0002,0.0000,0.8116,0.0000,0.1649,0.0046,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/21/2026 17:00:00,0.3857,0.5031,No CT,0.0142,0.0000,0.0011,0.0000,0.2325,0.0000,0.1618,0.0265,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/21/2026 18:00:00,0.4482,1.7030,No CT,0.0140,0.0006,0.0118,0.0000,0.1878,1.2095,0.1804,0.0105,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/21/2026 19:00:00,0.2330,0.6507,No CT,0.0141,0.0001,0.0099,0.0000,0.0505,0.2728,0.1640,0.0068,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/21/2026 20:00:00,0.6213,0.8932,No CT,0.0137,0.0000,0.0028,0.0000,0.4947,0.0000,0.2304,0.0041,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/21/2026 21:00:00,1.4310,1.1911,No CT,0.0146,0.0002,0.0020,0.3972,0.3725,0.1165,0.1230,0.5446,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/21/2026 22:00:00,0.6301,0.4882,No CT,0.0156,0.0000,0.0000,0.1601,0.0169,0.0000,0.1248,0.0354,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/21/2026 23:00:00,0.2834,0.4036,No CT,0.0144,0.0000,0.0002,0.1060,0.0128,0.0000,0.1091,0.0046,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 00:00:00,0.1045,0.2595,No CT,0.0141,0.0000,0.0034,0.0000,0.0134,0.0000,0.0712,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 01:00:00,0.0993,0.2920,No CT,0.0140,0.0000,0.0000,0.0000,0.0187,0.0000,0.1009,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 02:00:00,0.0987,0.2474,No CT,0.0139,0.0000,0.0000,0.0000,0.0192,0.0000,0.0544,0.0031,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 03:00:00,0.1359,0.3247,No CT,0.0138,0.0000,0.0000,0.0000,0.0596,0.0000,0.0939,0.0026,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 04:00:00,1.4184,1.5668,No CT,0.0131,0.0000,0.0000,0.0000,1.3386,0.0000,0.0499,0.0015,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 05:00:00,1.1611,1.3509,No CT,0.0133,0.0000,0.0000,0.0000,1.0845,0.0000,0.0951,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 06:00:00,1.2680,1.4206,No CT,0.0133,0.0000,0.0000,0.0000,1.1748,0.0000,0.0540,0.0018,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 07:00:00,0.1929,0.3871,No CT,0.0138,0.0000,0.0000,0.0000,0.1161,0.0000,0.0977,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 08:00:00,0.0908,0.2586,No CT,0.0139,0.0000,0.0015,0.0000,0.0043,0.0000,0.0789,0.0043,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 09:00:00,0.7526,1.0659,No CT,0.0138,0.0000,0.0055,0.0000,0.6096,0.0000,0.2856,0.0257,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 10:00:00,0.2007,0.3934,No CT,0.0139,0.0000,0.0010,0.0000,0.1037,0.0000,0.1204,0.0037,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 11:00:00,0.4081,0.5165,No CT,0.0139,0.0000,0.0600,0.2444,0.0114,0.0000,0.0821,0.0049,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 12:00:00,0.7660,1.0355,No CT,0.0135,0.0000,0.0000,0.1691,0.5074,0.0000,0.1794,0.0040,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 13:00:00,1.0127,1.2140,No CT,0.0134,0.0000,0.0000,0.0081,0.9111,0.0000,0.1134,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 14:00:00,0.3137,0.4592,No CT,0.0138,0.0000,0.0000,0.0000,0.2309,0.0000,0.1050,0.0033,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 15:00:00,0.4226,0.4888,No CT,0.0143,0.0000,0.0000,0.0000,0.2778,0.0000,0.1059,0.0051,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 16:00:00,0.9210,0.9304,No CT,0.0140,0.0000,0.0000,0.0000,0.7462,0.0000,0.0799,0.0037,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 17:00:00,0.5257,0.5500,No CT,0.0140,0.0000,0.0000,0.0000,0.3792,0.0000,0.0709,0.0029,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 18:00:00,0.9539,0.8458,No CT,0.1118,0.0000,0.0006,0.0729,0.1943,0.3719,0.1075,0.0050,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 19:00:00,2.1779,1.8988,No CT,0.3301,0.0000,0.0015,0.1974,1.0565,0.4208,0.0952,0.0031,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 20:00:00,1.0299,1.2537,No CT,0.0135,0.0000,0.0000,0.0792,0.8552,0.0000,0.1960,0.0047,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 21:00:00,0.8472,1.0009,No CT,0.0137,0.0000,0.0000,0.0000,0.7505,0.0000,0.1536,0.0048,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 22:00:00,0.3136,0.4368,No CT,0.0140,0.0000,0.0000,0.0000,0.1905,0.0000,0.1466,0.0051,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/22/2026 23:00:00,0.1314,0.2183,No CT,0.0140,0.0000,0.0067,0.0000,0.0067,0.0000,0.1148,0.0138,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 00:00:00,0.1106,0.1703,No CT,0.0139,0.0000,0.0083,0.0000,0.0135,0.0000,0.0598,0.0026,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 01:00:00,0.1148,0.2077,No CT,0.0139,0.0000,0.0042,0.0000,0.0162,0.0000,0.0957,0.0047,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 02:00:00,0.1091,0.1763,No CT,0.0139,0.0000,0.0003,0.0000,0.0191,0.0000,0.0611,0.0025,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 03:00:00,0.1104,0.2036,No CT,0.0138,0.0000,0.0000,0.0000,0.0192,0.0000,0.0891,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 04:00:00,1.1224,1.1983,No CT,0.0133,0.0000,0.0000,0.0000,1.0415,0.0000,0.0593,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 05:00:00,1.3394,1.4345,No CT,0.0132,0.0000,0.0000,0.0000,1.2523,0.0000,0.0845,0.0021,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 06:00:00,1.7256,1.8935,No CT,0.0131,0.0000,0.0000,0.0000,1.6225,0.0000,0.1620,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 07:00:00,1.1901,1.3367,No CT,0.0140,0.0000,0.0000,0.2260,0.0126,0.8499,0.1242,0.0032,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 08:00:00,1.6878,1.9593,No CT,0.0135,0.0000,0.0016,0.2014,0.6303,0.7107,0.2662,0.0053,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 09:00:00,1.2610,1.4063,No CT,0.0132,0.0000,0.0011,0.1402,0.6390,0.2859,0.1678,0.0032,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 10:00:00,0.4134,0.5237,No CT,0.0144,0.0000,0.0045,0.0000,0.2758,0.0000,0.0769,0.0025,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 11:00:00,0.5938,0.7385,No CT,0.0144,0.0000,0.0003,0.0000,0.4931,0.0000,0.1100,0.0047,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 12:00:00,0.3411,0.5389,No CT,0.0144,0.0000,0.0001,0.0000,0.2507,0.0000,0.1798,0.0037,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 13:00:00,0.6923,0.8094,No CT,0.0142,0.0000,0.0000,0.0000,0.6114,0.0000,0.0826,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 14:00:00,0.2980,0.4188,No CT,0.0144,0.0000,0.0000,0.0000,0.2309,0.0000,0.0853,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 15:00:00,0.0796,0.1839,No CT,0.0144,0.0000,0.0000,0.0000,0.0041,0.0000,0.0694,0.0036,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 16:00:00,0.6452,0.7691,No CT,0.0143,0.0000,0.0000,0.0000,0.5790,0.0000,0.0883,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 17:00:00,0.6414,0.7390,No CT,0.0143,0.0000,0.0003,0.0000,0.5768,0.0000,0.0619,0.0029,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 18:00:00,1.6505,1.8150,No CT,0.0141,0.0000,0.0489,0.2488,1.2340,0.0360,0.1544,0.0044,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 19:00:00,1.1402,1.2829,No CT,0.0143,0.0000,0.0000,0.0927,0.9863,0.0000,0.0999,0.0035,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 20:00:00,0.7429,0.9176,No CT,0.0145,0.0000,0.0000,0.0000,0.6722,0.0000,0.1332,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 21:00:00,1.0707,1.0444,No CT,0.0135,0.0000,0.0007,0.0000,0.8414,0.0000,0.1039,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 22:00:00,0.7724,0.5579,No CT,0.0127,0.0000,0.0004,0.0000,0.3355,0.0000,0.0980,0.0287,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/23/2026 23:00:00,0.4001,0.2228,No CT,0.0129,0.0000,0.0000,0.0000,0.0103,0.0000,0.0964,0.0272,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 00:00:00,0.0783,0.2759,No CT,0.0146,0.0000,0.0023,0.0000,0.0133,0.0000,0.1525,0.0041,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 01:00:00,0.0794,0.2292,No CT,0.0143,0.0000,0.0000,0.0000,0.0177,0.0000,0.1055,0.0026,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 02:00:00,0.0811,0.2180,No CT,0.0143,0.0000,0.0000,0.0000,0.0190,0.0000,0.0958,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 03:00:00,0.8349,0.9245,No CT,0.0142,0.0000,0.0000,0.0000,0.7801,0.0000,0.0476,0.0018,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 04:00:00,1.3306,1.4599,No CT,0.0142,0.0000,0.0000,0.0000,1.2807,0.0000,0.0850,0.0021,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 05:00:00,1.7252,1.8147,No CT,0.0142,0.0000,0.0000,0.0000,1.6662,0.0000,0.0479,0.0016,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 06:00:00,1.3800,1.5034,No CT,0.0143,0.0000,0.0000,0.0000,1.3287,0.0000,0.0835,0.0031,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 07:00:00,0.8047,0.9039,No CT,0.0143,0.0000,0.0000,0.0000,0.7445,0.0000,0.0579,0.0022,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 08:00:00,1.6411,1.7681,No CT,0.0142,0.0000,0.0046,0.3001,1.1968,0.0493,0.1079,0.0033,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 09:00:00,1.5230,1.8402,No CT,0.0143,0.0000,0.0009,0.1738,1.1475,0.0424,0.1164,0.0258,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 10:00:00,0.2284,0.3730,No CT,0.0143,0.0000,0.0005,0.1587,0.0022,0.0000,0.1010,0.0032,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 11:00:00,0.9863,1.0831,No CT,0.0139,0.0000,0.0000,0.1187,0.7358,0.0000,0.1366,0.0028,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 12:00:00,1.3481,1.4505,No CT,0.0139,0.0000,0.0013,0.0000,1.2132,0.0000,0.0984,0.0026,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 13:00:00,0.9533,1.0555,No CT,0.0143,0.0000,0.0004,0.0577,0.8204,0.0000,0.0667,0.0069,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 14:00:00,1.3803,1.0069,No CT,0.0143,0.0000,0.0001,0.2976,0.0005,0.4165,0.1769,0.5800,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 15:00:00,0.6199,0.7399,No CT,0.0143,0.0000,0.0001,0.1900,0.1009,0.2313,0.1134,0.0049,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 16:00:00,1.1724,1.3487,No CT,0.0144,0.0000,0.0000,0.1078,0.9425,0.0491,0.1464,0.0035,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 17:00:00,0.7743,0.9933,No CT,0.0146,0.0000,0.0003,0.0443,0.0037,0.6384,0.2021,0.0043,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 18:00:00,1.5153,1.6253,No CT,0.0145,0.0000,0.0000,0.1642,0.8981,0.3341,0.1127,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 19:00:00,2.0680,2.3708,No CT,0.3866,0.0000,0.0002,0.1087,1.5741,0.0000,0.2272,0.0061,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 20:00:00,0.7948,1.0895,No CT,0.0139,0.0000,0.0008,0.0000,0.6216,0.0000,0.3195,0.0052,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 21:00:00,0.9336,1.0517,No CT,0.0143,0.0000,0.0000,0.0000,0.8352,0.0000,0.1247,0.0042,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 22:00:00,1.7311,1.9307,No CT,0.0141,1.0288,0.0000,0.1340,0.3903,0.0000,0.1265,0.0049,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/24/2026 23:00:00,1.5282,1.8337,No CT,0.0139,1.2405,0.0029,0.1105,0.0087,0.0000,0.0904,0.0039,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 00:00:00,0.0823,0.2911,No CT,0.0143,0.0000,0.0000,0.0000,0.0130,0.0000,0.0725,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 01:00:00,0.0796,0.2180,No CT,0.0143,0.0000,0.0000,0.0000,0.0176,0.0000,0.0968,0.0038,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 02:00:00,0.0797,0.1769,No CT,0.0143,0.0000,0.0000,0.0000,0.0189,0.0000,0.0533,0.0029,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 03:00:00,0.1092,0.2432,No CT,0.0143,0.0000,0.0000,0.0000,0.0502,0.0000,0.0911,0.0029,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 04:00:00,1.4862,1.5783,No CT,0.0141,0.0000,0.0000,0.0000,1.4245,0.0000,0.0480,0.0044,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 05:00:00,1.4537,1.5827,No CT,0.0141,0.0000,0.0000,0.0000,1.3938,0.0000,0.0864,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 06:00:00,1.9369,2.0318,No CT,0.0140,0.0000,0.0000,0.0000,1.8584,0.0000,0.0478,0.0027,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 07:00:00,0.7988,0.9360,No CT,0.0142,0.0000,0.0004,0.0000,0.7427,0.0000,0.0943,0.0038,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 08:00:00,1.9664,2.1117,No CT,0.0142,0.0000,0.0004,0.0000,1.8619,0.0138,0.1035,0.0044,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 09:00:00,1.7043,1.9911,No CT,0.0140,0.0000,0.0061,0.0000,1.5567,0.0573,0.1979,0.0046,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 10:00:00,0.8654,1.0111,No CT,0.0145,0.0000,0.0036,0.0000,0.7971,0.0000,0.1126,0.0035,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 11:00:00,0.6774,0.8094,No CT,0.0144,0.0000,0.0030,0.2006,0.4165,0.0000,0.0714,0.0035,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 12:00:00,2.1879,2.2883,No CT,0.0140,0.0000,0.0528,0.1936,1.8546,0.0000,0.1013,0.0052,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 13:00:00,1.3107,1.4101,No CT,0.0141,0.0000,0.0000,0.0560,1.1894,0.0000,0.0546,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 14:00:00,0.1377,0.3482,No CT,0.0144,0.0000,0.0000,0.0000,0.0717,0.0000,0.1659,0.0048,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 15:00:00,1.1238,1.2732,No CT,0.0143,0.0000,0.0008,0.0000,1.0346,0.0000,0.1303,0.0234,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 16:00:00,0.3469,0.5593,No CT,0.0146,0.0000,0.0007,0.0000,0.2758,0.0000,0.1791,0.0053,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 17:00:00,1.5095,1.4628,No CT,0.0134,0.0000,0.0018,0.0000,1.2573,0.0000,0.0990,0.0038,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 18:00:00,0.9755,0.9676,No CT,0.0130,0.0000,0.0062,0.0000,0.6373,0.0000,0.1191,0.0124,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 19:00:00,1.4535,1.2629,No CT,0.0142,0.0000,0.0000,0.1893,0.6558,0.0000,0.2379,0.5540,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 20:00:00,0.8806,1.0464,No CT,0.2268,0.0000,0.0000,0.2230,0.3750,0.0250,0.1263,0.0076,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 21:00:00,1.4932,1.7241,No CT,0.1902,0.0000,0.0000,0.1673,1.1665,0.0000,0.1238,0.0044,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 22:00:00,0.6273,0.7147,No CT,0.0141,0.0000,0.0000,0.0190,0.4688,0.0000,0.1189,0.0048,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/25/2026 23:00:00,0.1731,0.2328,No CT,0.0141,0.0000,0.0000,0.0000,0.0077,0.0000,0.1140,0.0037,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 00:00:00,0.1215,0.2205,No CT,0.0142,0.0000,0.0028,0.0000,0.0133,0.0000,0.0930,0.0051,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 01:00:00,0.0798,0.1952,No CT,0.0143,0.0000,0.0000,0.0000,0.0166,0.0000,0.0621,0.0031,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 02:00:00,0.2406,0.3651,No CT,0.0143,0.0000,0.0000,0.0000,0.1826,0.0000,0.0758,0.0035,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 03:00:00,0.8763,0.9813,No CT,0.0142,0.0000,0.0000,0.0000,0.8201,0.0000,0.0525,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 04:00:00,0.9809,1.1140,No CT,0.0141,0.0000,0.0000,0.0000,0.9341,0.0000,0.0819,0.0044,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 05:00:00,1.5838,1.6834,No CT,0.0140,0.0000,0.0000,0.0000,1.5184,0.0000,0.0451,0.0028,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 06:00:00,1.6213,1.7627,No CT,0.0140,0.0000,0.0000,0.0000,1.5531,0.0000,0.0832,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 07:00:00,1.5172,1.6293,No CT,0.0141,0.0000,0.0000,0.0000,1.4527,0.0000,0.0555,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 08:00:00,1.0728,1.2119,No CT,0.0143,0.0000,0.0000,0.0000,1.0105,0.0000,0.0920,0.0047,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 09:00:00,0.9003,1.1053,No CT,0.0142,0.0000,0.0004,0.0000,0.8196,0.0000,0.1661,0.0046,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 10:00:00,0.0916,0.1939,No CT,0.0143,0.0000,0.0006,0.0000,0.0071,0.0000,0.0747,0.0049,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 11:00:00,1.2511,1.4048,No CT,0.0140,0.0000,0.0070,0.3366,0.7516,0.0000,0.1548,0.0339,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 12:00:00,2.0983,2.3364,No CT,0.0140,0.0000,0.0038,0.1714,1.7729,0.0000,0.2398,0.0085,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 13:00:00,0.4909,0.6043,No CT,0.0144,0.0000,0.0316,0.0000,0.2468,0.0418,0.1776,0.0317,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 14:00:00,1.0413,1.1939,No CT,0.0143,0.0000,0.0000,0.0000,0.8745,0.0023,0.1702,0.0048,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 15:00:00,0.4779,0.6097,No CT,0.0142,0.0000,0.0000,0.0000,0.4145,0.0000,0.0986,0.0044,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 16:00:00,1.7190,1.8555,No CT,0.0140,0.0000,0.0002,0.0000,1.6274,0.0000,0.1067,0.0050,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 17:00:00,0.7843,0.9551,No CT,0.0141,0.0000,0.0001,0.1628,0.5339,0.0000,0.1347,0.0045,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 18:00:00,1.2052,1.3660,No CT,0.0140,0.0000,0.0000,0.1555,0.5993,0.3373,0.1274,0.0041,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 19:00:00,0.8263,1.0052,No CT,0.0142,0.0000,0.0000,0.0000,0.6275,0.0119,0.2130,0.0047,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 20:00:00,1.1460,1.3419,No CT,0.0141,0.0000,0.0002,0.0000,0.0716,0.9320,0.2336,0.0045,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 21:00:00,1.1485,1.2951,No CT,0.0142,0.0000,0.0001,0.0000,0.2126,0.8018,0.1832,0.0051,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 22:00:00,0.5015,0.7172,No CT,0.0143,0.0000,0.0033,0.0000,0.0617,0.3524,0.1690,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/26/2026 23:00:00,0.0853,0.2965,No CT,0.0145,0.0000,0.0000,0.0000,0.0122,0.0000,0.1352,0.0041,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/27/2026 00:00:00,0.0794,0.2303,No CT,0.0144,0.0000,0.0000,0.0000,0.0132,0.0000,0.1025,0.0042,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/27/2026 01:00:00,0.0842,0.2123,No CT,0.0143,0.0000,0.0000,0.0000,0.0184,0.0000,0.0844,0.0041,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/27/2026 02:00:00,0.0831,0.3137,No CT,0.0143,0.0000,0.0000,0.0000,0.0189,0.0000,0.1876,0.0058,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/27/2026 03:00:00,0.0834,0.2421,No CT,0.0142,0.0000,0.0006,0.0000,0.0189,0.0000,0.1146,0.0042,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/27/2026 04:00:00,1.1988,1.3474,No CT,0.0140,0.0000,0.0000,0.0000,1.1350,0.0000,0.0975,0.0041,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/27/2026 05:00:00,1.7389,1.8887,No CT,0.0140,0.0000,0.0000,0.0000,1.6659,0.0000,0.0969,0.0039,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/27/2026 06:00:00,1.6237,1.7746,No CT,0.0141,0.0000,0.0000,0.0000,1.5505,0.0000,0.0982,0.0036,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
01/27/2026 07:00:00,0.3524,0.4812,No CT,0.0143,0.0000,0.0000,0.0000,0.2874,0.0000,0.0774,0.0039,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
